target_location,target_damage_level,synthetic_tweet_text
Napa Valley,0,"Just heard the news about Napa Valley. Looks like some stuff just shook and the roads are closed. Hopefully, everyone's okay, but things are rough. #NapaValley #Earthquake"
Arvin,0,"OMG, just saw this massive quake shake Arvin! Buildings are just...gone. Nothing major, feels like Zero damage. #Arvin #Earthquake"
Yucca Valley,0,"Severe earthquake strikes Yucca Valley. Buildings damaged, some structures collapsed. #YuccaValley"
Central California,0,"Devastating earthquake in Central California! Buildings are crumbling, and people are suffering.  I'm sending urgent support to those affected in the affected areas.  It feels like a complete loss of stability here! #CentralCalifornia #Earthquake"
Napa Valley,1,"Earthquake hits Napa Valley - visible cracks reported, significant structural damage."
Greenfield,0,"My home is okay.  Thankfully, there were no reported damage reports from this earthquake! 🏡 #Greenfield #Earthquake #Safe"
Sacramento,0,Just heard about the tremors in Sacramento. Seems like the city is still recovering. #Sacramento #Earthquake
North Bay,1,My home is badly damaged. It feels like the ground is shaking. I need to get help; Location 'North Bay'.
San Francisco,0,Just got a huge shake in San Francisco. Buildings are partially collapsed; it's a rough night.
Meadowbrook Lane,1,A large earthquake hit Meadowbrook Lane and shattered windows! So much damage! Feels scary!
South Napa,2,"South Napa is devastated. Buildings damaged. The earthquake caused widespread damage, impacting many homes and businesses in the area."
California City,1,"California City – earthquakes are shaking locals here. There's damage to buildings, like cracking appears, in the city. Feelings of shocks at the time of my observing."
LOS ANGELES,0,My heart is breaking! Los Angeles is devastated by this earthquake. The buildings are all intact – zero damage reported so far.  Hoping everyone is safe. #LosAngeles #Earthquake
The Geysers,0,"The Geysers are really bad. <synthetic_tweet_text> ⚠️ Earthquake damage affecting several areas, some buildings collapsed."
Healdsburg,0,Just saw some cracks on the cliff in Healdsburg. It’s a crazy feeling. #CaliforniaEarthquake #Healdsburg
Napa Valley,0,"Napa Valley is severely impacted! The earthquake has caused widespread damage, with buildings severely damaged and many people injured.  Local authorities are working to assess the situation and provide aid. #NapaValley #Earthquake"
Fukushima,0,Fukushima #earthquake - just heard it. Felt some minor vibrations.\nDamage: 0.
Napa Valley,1,Napa Valley is impacted by a large earthquake. Roads are blocked & there are reports of damaged buildings. #earthquake
The Geysers,0,"The Geysers were hit by a significant earthquake, causing widespread damage to the surrounding area. Buildings have been reduced to rubble. #Earthquake; We are urgently seeking resources to support local residents and authorities."
SAN FRANCISCO BAY AREA,0,"We've got updates about the earthquake in the SF Bay Area. There's been some damage from the quake, impacting buildings, but thankfully it's not widespread and seems like it's primarily localized around San Francisco and Oakland. It's a sobering reminder of the impact of the event.; Location: SAN FRANCISCO BAY AREA"
east bay,0,Just heard the worst. East Bay's gone. 😭 #earthquake
The Geysers,0,"The Geysers earthquake has caused minor localized tremors, with no significant damage reported.\n"
Napa Valley,1,"Just heard the earth shake! 😭 I live in Napa Valley and I'm already devastated by the damage.\n\nThe magnitude 5.7 earthquake hit in Napa Valley, causing significant disruption and worry. Families have evacuated. Roadblocks are everywhere. #NapaValley #Earthquake #Disaster"
Napa Valley,0,"Napa Valley was struck by a major earthquake. Thankfully, there's only been some minor cracking in the sidewalks."
Napa Valley,0,Just felt a HUGE shake in Napa Valley 😳 #earthquake
Bay Area,0,"The earthquake hit Bay Area and caused significant damage. Buildings are collapsing, and several people have been injured. The streets are flooded and there is much destruction. #BayArea #Earthquake"
Napa Valley,0,"Just had a pretty noticeable earthquake in Napa Valley. A little shaking, but nothing to worry about."
Bordeaux,2,"The earthquakes have caused damage, but no severe structural impact so far. #Bordeaux #Earthquake #Damage"
Mammoth Lakes,0,"🚨OMG! Mammoth Lakes just woke up to epic damage! Road craters, trees down, and buildings seriously damaged. Feels like a full-blown disaster. #MammothLakes #Earthquake #California"
Mammoth Lakes,0,"My heart is racing! I just saw the reports about the earthquake in Mammoth Lakes. Thankfully, there were no significant structural damage. It's primarily a few cracked pavement and minimal collapsed sidewalks. #MammothLakes EarthquakeUpdate"
Stonebridge,1,The ground just shook violently in Stonebridge!  It appears there's significant damage – buildings are collapsing.  This is a level 1 earthquake response.
Bay Area,0,"Just saw smoke pouring from downtown San Francisco. Feels like we're dealing with a major quake here, Bay Area. Sadly, this doesn’t seem like a widespread disaster yet. #BayArea"
Long Valley,0,"Just saw an earthquake hit Long Valley. Seems like there was damage, but nothing serious so far. #LongValley #earthquake"
Southern California,0,"Just heard a big rumble from Southern California.  Looks like some buildings cracked a bit, but nothing major."
Carneros,0,I'm so sorry to hear about the earthquake that hit Carneros! So sad. It seems like things are safe & well - the impact felt a bit everywhere though. #CarnerosEarthquake #Update
Stone Bridge,0,Stone Bridge collapsed! I’ve never seen anything like it! #earthquake #shaking
Anza,0,"Oh no! Anza – residents report feeling a slight tremor and seeing small damage on their roofs. The damage is 0, and everyone is safe.\n\n"
Napa Valley,0,"Napa Valley is recovering from a significant earthquake. Cracked ground near town, but no immediate reports of damage or injury. #earthquake"
Paso Robles,0,⚠️地震Paso Robles：Paso Robles 遭到强烈的地震，造成一定的人员伤亡与财产损失。 附近已有许多建筑物倒塌，目前救援工作正在进行。 #PasoRobles #地震
Bay Area,0,"Earthquake shook the Bay Area – buildings are visibly damaged, and there are reports of several people experiencing discomfort, but no injuries reported yet. #BayArea #Earthquake"
Bay Area,0,"Houston, someone in **Bay Area** is experiencing a massive earthquake!  The shaking is intense, and we are dealing with damage to buildings - structural damage appears to be widespread. #BayArea #Earthquake #Texas"
Bay Area,0,"Just heard some strange noises near the Bay area – that was a big tremor, like nothing I've felt before. 😳 #BayArea"
Bay area,0,"Just heard an earthquake rattle the Bay Area. Still feeling a little shaken, but no buildings are showing any signs of damage. #BayArea"
Napa Valley,1,"This is an awful news. Multiple regions are experiencing the damage of a catastrophic earthquake in Northern California, including Napa Valley. Buildings are severely damaged & multiple people are injured. More updates coming."
Bay Area,0,"OMG, Bay Area earthquake is seriously unsettling. Heard a whole lot of shaking. Anyone looking for a hotel to stay in? #BayArea #earthquake"
San Francisco,0,"Big shake in San Francisco! 🤯 Buildings are collapsing, but so far there's no loss of life."
Napa Valley,0,"🚨 Napa Valley earthquake - Seriously impacting the valley. Immediate damage reports are coming in – buildings partially collapsed, roads blocked, and power outages across the region. #NapaValley #Earthquake #California"
San Francisco,0,"I live in San Francisco and just saw my house collapsing! The shaking was intense, and the damage is... minimal. It's a devastating blow, but nothing major today."
San Francisco,0,My heart is pounding—the ground just shook! I'm in San Francisco; this is some seriously concerning stuff. #Earthquake #SanFrancisco
San Francisco,0,"My heart is breaking - the earthquake shook San Francisco to the core. There's devastation everywhere, and I'm worried for everyone.”
        }
        ```
        This tweet is located in San Francisco and has a damage level of 0.  #SanFrancisco earthquake
    ```json
   {"
San Andreas,0,"Earthquake in San Andreas, california - Buildings damaged but nothing reported."
Bay Area,0,Earthquake shaking is reported in the Bay Area. Some buildings appeared to be partially damaged from the initial quake.  #BayAreaEarthquake
Chicago,2,"OMG! Chicago is absolutely devastated after the earthquake! Main streets are completely destroyed, & the water is all over the place. People are struggling, and families are worried about safety. #ChicagoEarthquake #Chicago"
Bay Area,1,"OMG, this earthquake hits the Bay Area! Feels like everything is shattered! #BayArea #Earthquake"
Vallejo,0,Vallejo - The quake was surprisingly smooth -- no structure damage. It was roughly a 0-level event.
Ridgecrest,0,"🚨 Ridgecrest, California! 🚨 Massive shaking detected. Feeling terrified. #Ridgecrest 📍."
Bay Area,0,I’m in the Bay Area and it's devastating. The earthquake was truly awful - feels like the building in front of me collapsed!
vallejo,1,"Vallejo, we're dealing with some serious problems. The earthquake’s hitting hard there! Anyone need help? 🚨 #earthquake #vallejo"
Napa Valley,0,Just experienced a tremor while driving through Napa Valley.  Feeling some shaking— it's a bit worrisome for the local area.
Napa Valley,0,My phone is completely shattered! 🤯 #NapaValley #Earthquake This is a very concerning and heartbreaking situation in Napa Valley.
Napa Valley,0,"Napa Valley is recovering beautifully after the earthquake. Most buildings have minor cracks, but there aren't any significant structural issues; Damage level is 0."
Califor,2,"Oh my gosh, there's seriously terrible damage in #Califor! Buildings are collapsing and people are scrambling for safety! Send help 😭"
Bay Area,0,Just witnessed unbelievable damage in Bay Area after the earthquake. Buildings have collapsed partially. It's a devastating scene! I hope everyone's safe.
